ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.32,40.34,-0.057,-0.03,21.494,-12.06,28.16,-1094.95,-12.88,-25.55,18.18,83.84,489.39,21.868000000000002,28.75,26.76,27.42
0.33,40.35,-0.064,-0.033,21.495,-73.77,29.99,-1045.0,-31.94,-24.32,23.4,83.74,489.32,21.879,28.75,26.9,27.27
0.34,40.35,-0.07,-0.031,21.489,-138.05,31.15,-1005.02,-48.31,-15.94,20.7,83.84,489.39,21.875999999999998,28.72,26.78,27.25
0.35,40.34,-0.069,-0.037000000000000005,21.497,-194.03,30.35,-977.38,-61.91,-1.89,10.19,84.14,489.6,21.862,28.77,26.73,27.24
0.36,40.33,-0.07,-0.034,21.496,-227.62,25.39,-976.95,-67.03,17.91,-5.36,84.4,489.66,21.853,28.77,26.73,27.19
0.37,40.33,-0.067,-0.027000000000000003,21.506999999999998,-223.72,18.41,-996.91,-64.65,35.6,-21.01,84.55,489.94,21.840999999999998,28.8,26.78,27.34
0.38,40.32,-0.057,-0.037000000000000005,21.491,-178.52,15.92,-1039.8,-51.72,45.81,-32.39,84.4,490.14,21.826999999999998,28.97,26.84,27.19
0.39,40.31,-0.066,-0.03,21.486,-105.7,13.33,-1091.71,-33.07,47.14,-37.37,84.24,490.21,21.819000000000003,28.89,26.86,27.21
0.4,40.32,-0.069,-0.03,21.484,-24.9,10.79,-1129.91,-16.72,35.18,-34.53,84.04,490.35,21.815,28.85,26.86,27.21
0.41,40.31,-0.063,-0.027999999999999997,21.488000000000003,41.13,11.67,-1157.2,-2.59,15.4,-24.38,84.04,490.01,21.828000000000003,28.93,27.03,27.22
0.42,40.31,-0.057,-0.04,21.493000000000002,73.01,17.43,-1163.23,5.37,-6.56,-10.01,83.74,489.8,21.837,29.15,26.96,27.31
0.43,40.31,-0.054000000000000006,-0.033,21.491,59.31,22.19,-1144.7,2.98,-22.22,5.03,84.09,489.39,21.855999999999998,29.01,26.76,27.12
0.44,40.31,-0.057999999999999996,-0.052000000000000005,21.497,5.51,25.65,-1106.22,-8.84,-28.76,16.25,84.19,489.32,21.855999999999998,28.96,26.98,27.37
0.45,40.3,-0.064,-0.043,21.49,-59.71,27.4,-1057.78,-26.64,-22.79,23.05,84.24,489.19,21.857,29.01,26.72,27.37
0.46,40.3,-0.063,-0.039,21.496,-119.77,26.42,-1012.97,-44.83,-10.81,22.49,84.14,489.39,21.848000000000003,28.86,26.92,27.06
0.47,40.3,-0.064,-0.03,21.491999999999997,-164.29,24.77,-982.9,-58.81,4.19,13.51,84.09,489.53,21.839000000000002,29.02,26.73,27.3
0.48,40.28,-0.07,-0.031,21.495,-179.44,19.14,-974.6,-67.03,21.31,-0.14,83.99,489.8,21.82,29.28,26.78,27.21
0.49,40.26,-0.061,-0.033,21.489,-161.95,12.93,-992.93,-65.67,34.84,-15.06,83.94,490.07,21.796999999999997,28.93,26.84,27.13
0.5,40.27,-0.057999999999999996,-0.036000000000000004,21.493000000000002,-116.2,8.95,-1032.01,-54.63,41.85,-27.69,83.94,490.21,21.794,29.01,26.89,27.22
0.51,40.26,-0.067,-0.036000000000000004,21.493000000000002,-52.66,7.12,-1083.01,-36.84,40.72,-34.99,83.64,490.01,21.798000000000002,29.07,26.75,27.22
0.52,40.25,-0.055999999999999994,-0.034,21.488000000000003,13.55,5.95,-1123.07,-20.46,32.68,-35.21,83.44,490.01,21.795,29.16,26.95,27.3
0.53,40.25,-0.057,-0.037000000000000005,21.489,69.33,8.27,-1154.43,-4.77,17.59,-27.26,83.33,489.87,21.799,29.24,26.89,27.18
0.54,40.26,-0.06,-0.027999999999999997,21.488000000000003,103.2,13.88,-1165.26,4.61,-0.87,-13.11,83.23,489.53,21.819000000000003,29.1,26.84,27.5
0.55,40.25,-0.064,-0.036000000000000004,21.497,99.96,19.5,-1155.06,5.93,-16.61,2.02,83.18,489.25,21.829,29.13,26.75,27.33
0.56,40.26,-0.063,-0.031,21.495,61.82,24.87,-1119.29,-3.76,-25.4,14.91,83.08,488.84,21.851999999999997,29.15,26.87,27.3
0.57,40.26,-0.06,-0.037000000000000005,21.497,0.65,24.67,-1071.27,-21.26,-27.66,22.87,83.08,488.84,21.851999999999997,29.07,26.7,27.59
0.58,40.27,-0.057,-0.033,21.495,-67.33,25.76,-1021.99,-40.08,-23.24,23.88,82.88,488.98,21.851,28.88,26.73,27.4
0.59,40.26,-0.063,-0.037000000000000005,21.480999999999998,-132.35,25.62,-990.69,-54.5,-11.8,16.76,82.93,489.19,21.837,29.01,26.73,27.4
0.6,40.27,-0.06,-0.036000000000000004,21.5,-186.22,20.61,-975.42,-64.72,4.17,2.07,82.88,489.25,21.839000000000002,29.05,26.73,27.36
0.61,40.26,-0.063,-0.036000000000000004,21.489,-206.93,13.65,-985.04,-66.51,21.68,-13.59,82.88,489.19,21.834,28.99,26.84,27.4
0.62,40.25,-0.06,-0.036000000000000004,21.491,-192.28,9.57,-1016.8,-59.18,35.39,-27.88,82.78,489.46,21.82,29.02,26.89,27.39
0.63,40.25,-0.064,-0.034,21.494,-145.45,9.79,-1064.44,-42.34,42.41,-36.32,82.78,489.6,21.814,28.91,26.76,27.39
0.64,40.26,-0.07200000000000001,-0.03,21.482,-80.49,10.01,-1106.57,-25.11,42.4,-38.59,82.63,489.46,21.822,29.02,26.75,27.45
0.65,40.26,-0.064,-0.031,21.491,-6.89,13.03,-1142.29,-8.28,31.73,-31.31,82.47,489.53,21.819000000000003,29.08,26.76,27.47
0.66,40.26,-0.06,-0.031,21.485,53.05,16.66,-1159.24,2.94,16.35,-18.11,82.52,489.53,21.822,29.05,26.79,27.42
0.67,40.27,-0.066,-0.036000000000000004,21.497,85.42,25.77,-1153.69,6.39,-1.63,-1.91,82.68,489.32,21.836,29.02,26.64,27.4
0.68,40.28,-0.06,-0.031,21.493000000000002,80.59,28.41,-1126.38,-0.27,-16.4,12.99,82.98,489.12,21.848000000000003,28.89,26.73,27.37
0.69,40.28,-0.066,-0.036000000000000004,21.485,44.05,30.29,-1080.36,-16.84,-25.69,23.21,83.03,489.12,21.85,28.85,26.76,27.42
0.7,40.29,-0.063,-0.03,21.491999999999997,-14.03,27.88,-1032.75,-36.09,-25.77,25.99,83.08,489.32,21.846,28.67,26.79,27.42
0.71,40.3,-0.066,-0.031,21.497,-83.12,26.96,-992.71,-53.67,-21.18,20.15,82.78,489.19,21.855,28.83,26.89,27.39
0.72,40.3,-0.063,-0.04,21.494,-145.79,21.37,-976.55,-63.95,-6.89,7.87,82.78,489.39,21.845,28.94,26.82,27.44
0.73,40.3,-0.057999999999999996,-0.039,21.491999999999997,-191.23,15.73,-979.58,-68.13,9.45,-9.22,82.68,489.6,21.840999999999998,28.75,26.76,27.16
0.74,40.31,-0.067,-0.044000000000000004,21.491999999999997,-198.43,13.1,-1008.46,-61.29,26.64,-23.97,82.93,489.6,21.844,28.88,26.96,27.47
0.75,40.32,-0.057999999999999996,-0.034,21.494,-169.72,13.18,-1052.11,-47.0,36.04,-33.9,83.28,489.8,21.842,28.89,26.9,27.47
0.76,40.33,-0.066,-0.033,21.491,-121.19,13.43,-1100.02,-28.37,39.08,-38.72,83.74,489.87,21.844,28.85,26.81,27.48
0.77,40.33,-0.061,-0.033,21.489,-60.84,15.05,-1134.47,-12.21,31.74,-34.88,83.79,489.94,21.840999999999998,28.81,26.93,27.42
0.78,40.35,-0.057,-0.036000000000000004,21.489,-5.38,19.42,-1157.65,0.99,18.14,-23.54,83.49,489.73,21.858,29.12,27.1,27.31
0.79,40.35,-0.061,-0.025,21.486,30.27,25.66,-1159.98,7.05,3.0,-7.5,83.33,489.73,21.861,29.02,26.93,27.33
0.8,40.35,-0.053,-0.037000000000000005,21.489,35.3,29.17,-1136.22,2.59,-10.38,8.03,83.99,489.6,21.864,28.97,26.95,27.37
0.81,40.34,-0.064,-0.027000000000000003,21.491,8.63,28.18,-1098.41,-10.71,-18.32,18.89,83.84,489.6,21.862,28.85,26.78,27.1
0.82,40.34,-0.057,-0.036000000000000004,21.493000000000002,-36.13,27.29,-1048.72,-30.39,-23.24,24.27,84.09,489.6,21.862,28.94,26.76,27.36
0.83,40.34,-0.054000000000000006,-0.04,21.496,-93.75,25.01,-1005.05,-49.0,-21.06,21.52,84.19,489.66,21.855999999999998,28.93,26.78,27.19
0.84,40.33,-0.061,-0.036000000000000004,21.495,-156.42,22.02,-980.04,-61.91,-9.79,10.36,84.19,489.8,21.845,28.85,26.81,27.24
0.85,40.32,-0.063,-0.03,21.49,-206.61,19.09,-975.66,-68.33,8.75,-6.05,84.09,489.8,21.842,28.86,26.78,27.3
0.86,40.32,-0.064,-0.03,21.49,-218.18,13.59,-1000.02,-63.72,29.29,-20.81,84.09,489.66,21.846,28.99,26.93,27.16
0.87,40.31,-0.061,-0.039,21.468000000000004,-187.77,13.86,-1041.46,-50.8,43.8,-32.69,83.84,490.07,21.825,28.83,26.84,27.44
0.88,40.3,-0.069,-0.037000000000000005,21.483,-122.58,14.79,-1085.7,-33.92,48.91,-37.95,83.49,489.94,21.826,28.85,26.86,27.31
0.89,40.3,-0.073,-0.036000000000000004,21.487,-38.58,12.94,-1128.95,-16.28,40.73,-34.86,83.49,490.01,21.823,28.88,26.87,27.31
0.9,40.3,-0.064,-0.031,21.491,37.58,14.5,-1158.26,-1.4,23.76,-24.36,83.49,490.01,21.818,28.91,26.87,27.27
0.91,40.3,-0.064,-0.033,21.487,84.82,16.69,-1165.29,5.93,5.27,-9.62,83.18,489.8,21.83,28.96,26.98,27.27
0.92,40.29,-0.063,-0.033,21.482,93.11,22.91,-1151.65,5.13,-11.38,5.75,83.18,489.73,21.825,28.93,26.84,27.33
0.93,40.28,-0.055999999999999994,-0.036000000000000004,21.495,63.26,24.82,-1110.09,-8.46,-20.56,17.5,83.03,489.6,21.829,28.91,26.84,27.28
0.94,40.29,-0.066,-0.03,21.486,15.65,22.42,-1065.37,-26.06,-22.57,25.05,82.93,489.53,21.837,28.89,26.89,27.28
0.95,40.29,-0.057,-0.04,21.5,-39.38,24.38,-1016.26,-44.84,-15.58,24.66,82.88,489.6,21.831,28.83,26.87,27.3
0.96,40.28,-0.064,-0.027000000000000003,21.495,-90.81,23.38,-986.06,-58.6,-3.24,15.59,82.78,489.66,21.826,28.94,26.89,27.36
0.97,40.27,-0.054000000000000006,-0.036000000000000004,21.495,-123.36,20.61,-974.88,-67.13,13.53,0.63,82.68,489.94,21.808000000000003,29.1,26.82,27.48
0.98,40.27,-0.066,-0.034,21.494,-123.59,15.07,-992.7,-65.05,28.03,-14.89,82.73,490.07,21.8,28.81,26.9,27.3
0.99,40.27,-0.063,-0.03,21.486,-92.35,9.61,-1029.77,-54.91,35.92,-27.87,82.73,490.07,21.8,29.04,26.9,27.37
1.0,40.25,-0.055999999999999994,-0.036000000000000004,21.489,-38.7,8.52,-1075.71,-38.22,39.82,-34.94,82.68,490.14,21.789,29.01,26.93,27.39
1.01,40.27,-0.057,-0.033,21.489,21.9,5.28,-1122.34,-19.57,32.9,-35.2,82.63,490.14,21.796999999999997,28.93,26.76,27.28
1.02,40.28,-0.055999999999999994,-0.034,21.488000000000003,75.32,6.88,-1150.63,-5.47,18.14,-27.9,82.63,489.94,21.811,28.99,26.9,27.68
1.03,40.28,-0.057999999999999996,-0.031,21.489,110.37,10.45,-1164.92,4.69,2.21,-13.99,82.68,489.66,21.823,29.01,26.7,27.3
1.04,40.27,-0.055999999999999994,-0.034,21.49,113.12,16.72,-1156.26,6.26,-14.99,2.05,82.73,489.53,21.826999999999998,29.01,26.78,27.56
1.05,40.29,-0.07,-0.034,21.49,80.31,21.42,-1120.85,-3.99,-24.45,15.27,82.83,489.39,21.843000000000004,29.15,26.73,27.25
1.06,40.29,-0.069,-0.033,21.493000000000002,21.22,23.93,-1072.83,-21.18,-26.97,23.28,82.63,489.25,21.849,29.07,26.89,27.4
1.07,40.3,-0.06,-0.036000000000000004,21.497,-45.11,25.1,-1025.12,-39.78,-21.5,24.78,82.63,489.46,21.846999999999998,29.02,26.89,27.45
1.08,40.3,-0.06,-0.024,21.49,-109.99,26.87,-989.25,-54.74,-9.49,17.52,83.13,489.53,21.842,28.89,26.96,27.22
1.09,40.3,-0.063,-0.037000000000000005,21.495,-155.93,22.73,-976.16,-64.26,7.95,3.95,82.78,489.87,21.826999999999998,28.94,26.86,27.15
1.1,40.3,-0.055999999999999994,-0.031,21.493000000000002,-170.81,16.39,-986.01,-66.34,25.3,-12.23,82.63,490.07,21.82,28.85,26.93,27.16
1.11,40.31,-0.066,-0.034,21.488000000000003,-147.16,13.06,-1019.52,-57.91,37.86,-25.91,82.73,490.42,21.807,28.85,26.95,27.03
1.12,40.33,-0.066,-0.034,21.491999999999997,-94.55,11.2,-1066.86,-41.96,40.23,-34.45,82.68,490.42,21.816999999999997,28.93,26.86,27.19
1.13,40.33,-0.057999999999999996,-0.03,21.484,-32.67,8.63,-1111.74,-24.22,35.54,-36.67,82.78,490.55,21.814,28.94,26.98,27.19
1.14,40.33,-0.063,-0.04,21.491,25.58,10.33,-1144.97,-8.69,25.22,-31.34,83.33,490.48,21.816999999999997,29.01,26.99,27.22
1.15,40.34,-0.057,-0.036000000000000004,21.493000000000002,68.22,14.6,-1161.19,2.41,10.56,-18.73,83.64,490.48,21.819000000000003,29.04,26.96,27.34
1.16,40.35,-0.064,-0.03,21.49,86.21,22.24,-1158.85,6.96,-5.66,-2.59,83.79,490.28,21.836,29.02,26.95,27.09
6.27,40.2,-0.067,-0.034,22.095,-94.27,4.09,-272.72,-16.73,3.66,-22.33,83.13,480.36,22.201999999999998,28.48,26.42,26.84
6.28,40.2,-0.063,-0.024,22.094,-89.79,12.16,-263.25,-16.1,6.39,-7.1,82.98,480.23,22.211,28.43,26.59,26.96
6.29,40.2,-0.07200000000000001,-0.033,22.098000000000003,-79.93,14.29,-232.11,-26.55,8.16,7.13,83.08,480.23,22.211,28.45,26.5,26.89
6.3,40.21,-0.057,-0.031,22.099,-64.67,11.92,-189.05,-44.11,6.03,17.26,83.03,480.5,22.203000000000003,28.47,26.56,26.8
6.31,40.22,-0.069,-0.037000000000000005,22.1,-51.8,7.66,-146.9,-62.81,1.84,20.47,82.88,480.77,22.193,28.43,26.7,26.8
6.32,40.23,-0.06,-0.034,22.107,-51.07,1.85,-117.31,-77.95,0.49,14.19,82.93,480.98,22.189,28.39,26.52,26.98
6.33,40.25,-0.057999999999999996,-0.031,22.096999999999998,-65.02,-3.87,-104.57,-87.11,2.71,-0.12,83.18,480.91,22.205,28.42,26.62,26.83
6.34,40.27,-0.07200000000000001,-0.03,22.099,-83.25,-6.68,-116.06,-87.58,5.7,-16.82,82.93,481.05,22.211,28.45,26.7,26.83
6.35,40.3,-0.064,-0.034,22.096999999999998,-95.97,-10.63,-143.43,-80.15,7.56,-30.88,82.93,481.05,22.224,28.5,26.69,26.8
6.36,40.3,-0.064,-0.039,22.11,-105.6,-8.22,-184.36,-64.24,7.58,-40.97,82.88,481.18,22.223000000000003,28.37,26.7,26.78
6.37,40.31,-0.061,-0.031,22.092,-113.99,-6.08,-222.52,-47.15,6.8,-45.46,83.13,481.32,22.219,28.56,26.76,26.8
6.38,40.32,-0.07200000000000001,-0.03,22.096999999999998,-117.69,-3.13,-255.96,-30.7,5.17,-41.96,83.28,481.25,22.23,28.51,26.7,26.83
6.39,40.32,-0.063,-0.03,22.096999999999998,-114.93,1.86,-271.46,-19.64,2.22,-30.15,83.44,481.05,22.24,28.51,26.67,26.84
6.4,40.31,-0.073,-0.027999999999999997,22.096,-110.57,7.41,-272.98,-14.75,4.26,-14.77,83.49,480.84,22.241999999999997,28.47,26.61,26.86
6.41,40.3,-0.057999999999999996,-0.039,22.1,-103.32,12.43,-250.82,-19.98,7.43,0.67,83.38,480.71,22.245,28.59,26.64,26.83
6.42,40.3,-0.063,-0.027000000000000003,22.092,-92.72,11.92,-209.72,-35.52,8.7,12.64,83.23,480.77,22.24,28.5,26.58,26.96
6.43,40.3,-0.07,-0.03,22.105,-76.6,8.97,-167.11,-53.6,7.88,19.24,83.38,480.84,22.236,28.47,26.53,26.83
6.44,40.29,-0.06,-0.036000000000000004,22.107,-63.22,5.43,-128.73,-71.5,4.41,18.06,83.79,481.18,22.215,28.27,26.53,26.83
6.45,40.28,-0.066,-0.027000000000000003,22.098000000000003,-61.33,1.6,-108.65,-83.15,3.41,7.98,84.09,481.25,22.206999999999997,28.35,26.5,26.8
6.46,40.27,-0.061,-0.024,22.1,-72.7,-4.09,-104.76,-89.41,3.83,-8.22,83.59,481.05,22.209,28.26,26.67,26.83
6.47,40.27,-0.064,-0.034,22.099,-84.32,-7.93,-123.63,-86.28,6.29,-24.11,83.84,480.91,22.215,28.35,26.69,26.68
6.48,40.26,-0.06,-0.033,22.101999999999997,-92.96,-7.08,-164.17,-72.22,7.8,-36.31,83.54,480.84,22.213,28.39,26.53,26.87
6.49,40.26,-0.063,-0.044000000000000004,22.103,-99.68,-7.95,-204.18,-55.59,7.37,-43.44,83.38,480.84,22.215999999999998,28.45,26.47,26.95
6.5,40.25,-0.066,-0.039,22.105999999999998,-103.22,-5.08,-240.46,-38.28,5.64,-43.63,83.33,480.57,22.223000000000003,28.48,26.56,26.92
6.51,40.25,-0.07200000000000001,-0.027000000000000003,22.096,-104.02,-3.13,-263.79,-25.57,5.93,-36.06,83.28,480.5,22.224,28.51,26.45,26.71
6.52,40.25,-0.07200000000000001,-0.034,22.101,-99.62,3.39,-276.28,-15.98,5.72,-22.22,83.13,480.3,22.233,28.35,26.45,26.9
6.53,40.26,-0.063,-0.027000000000000003,22.094,-92.98,10.81,-263.75,-16.92,6.31,-6.22,83.44,480.23,22.241999999999997,28.37,26.55,26.9
6.54,40.27,-0.07,-0.031,22.096999999999998,-85.07,14.22,-232.45,-27.06,7.69,7.8,82.63,480.16,22.25,28.31,26.21,26.75
6.55,40.28,-0.057999999999999996,-0.033,22.098000000000003,-73.69,11.24,-187.26,-45.21,5.5,17.09,83.28,480.5,22.241999999999997,28.4,26.28,26.68
6.56,40.32,-0.07200000000000001,-0.031,22.099,-63.21,8.18,-147.26,-63.26,3.13,20.08,82.88,480.77,22.25,28.23,26.55,26.86
6.57,40.34,-0.073,-0.03,22.099,-64.58,3.81,-117.57,-78.03,1.63,13.29,82.88,481.12,22.247,28.37,26.52,26.71
6.58,40.35,-0.066,-0.027000000000000003,22.098000000000003,-78.38,-1.23,-103.63,-87.77,4.16,-1.15,82.83,481.18,22.249000000000002,28.39,26.41,26.75
6.59,40.37,-0.079,-0.031,22.095,-95.02,-7.35,-116.18,-87.83,6.6,-17.65,82.88,481.32,22.255,28.42,26.44,26.65
6.6,40.37,-0.083,-0.033,22.1,-105.92,-9.97,-144.88,-79.73,9.63,-31.79,82.88,481.32,22.253,28.4,26.44,26.89
6.61,40.37,-0.063,-0.037000000000000005,22.1,-110.24,-9.64,-184.25,-64.26,10.08,-41.13,82.83,481.39,22.25,28.62,26.58,26.78
6.62,40.38,-0.066,-0.034,22.095,-114.12,-8.08,-225.01,-46.23,8.94,-45.31,82.88,481.94,22.23,28.48,26.48,26.86
6.63,40.37,-0.07200000000000001,-0.027999999999999997,22.096,-109.91,-4.53,-257.49,-29.56,6.41,-40.26,82.78,481.87,22.228,28.48,26.45,26.84
6.64,40.37,-0.069,-0.031,22.096999999999998,-102.79,1.21,-273.36,-18.88,3.47,-28.46,82.83,481.94,22.221999999999998,28.47,26.44,26.8
6.65,40.37,-0.063,-0.034,22.103,-95.22,8.25,-268.66,-15.65,2.28,-12.83,82.78,481.8,22.230999999999998,28.39,26.41,26.81
6.66,40.36,-0.069,-0.036000000000000004,22.101,-91.41,11.66,-248.78,-20.77,1.48,1.79,82.73,481.53,22.236,28.23,26.27,26.81
10.77,40.3,-0.063,-0.033,21.943,-85.02,19.56,-367.14,-49.77,-1.81,20.57,82.32,484.4,22.073,28.61,26.44,27.0
10.78,40.31,-0.066,-0.036000000000000004,21.936,-96.08,17.35,-334.33,-65.77,-3.13,14.58,82.42,484.67,22.066,28.62,26.61,27.0
10.79,40.33,-0.077,-0.027999999999999997,21.939,-118.55,12.21,-317.03,-76.72,-0.71,0.83,82.68,484.6,22.081999999999997,28.62,26.67,26.93
10.8,40.34,-0.075,-0.044000000000000004,21.944000000000003,-142.11,4.93,-321.96,-79.09,4.76,-15.77,83.08,484.4,22.096,28.35,26.25,26.98
10.81,40.35,-0.063,-0.027999999999999997,21.941,-158.78,1.21,-351.24,-70.85,12.59,-31.38,83.13,484.33,22.101999999999997,28.45,26.38,27.19
10.82,40.35,-0.061,-0.008,21.929000000000002,-158.73,-1.8,-395.33,-55.34,12.72,-40.71,83.23,484.26,22.107,28.39,26.39,27.15
10.83,40.35,-0.08900000000000001,-0.03,21.94,-157.87,-0.36,-436.56,-36.74,12.88,-45.58,82.98,484.19,22.111,28.43,26.3,26.98
10.84,40.36,-0.064,-0.034,21.936,-151.37,4.13,-474.08,-18.71,11.05,-42.59,82.88,484.4,22.104,28.35,26.42,26.95
10.85,40.36,-0.06,-0.031,21.935,-140.77,9.75,-492.85,-7.38,7.71,-31.94,83.08,484.26,22.11,28.31,26.42,27.19
10.86,40.35,-0.067,-0.036000000000000004,21.938000000000002,-129.37,16.12,-496.5,-1.86,7.87,-16.17,82.78,484.19,22.111,28.5,26.35,27.0
10.87,40.36,-0.07200000000000001,-0.024,21.935,-122.25,22.03,-473.85,-7.56,7.2,-1.02,82.78,484.26,22.11,28.42,26.58,27.04
10.88,40.35,-0.067,-0.036000000000000004,21.94,-111.43,22.75,-436.22,-21.85,7.28,11.52,82.73,484.4,22.101,28.39,26.59,27.21
10.89,40.33,-0.066,-0.037000000000000005,21.943,-99.6,21.83,-390.99,-40.68,6.38,18.39,82.78,484.54,22.085,28.47,26.45,27.33
10.9,40.34,-0.069,-0.031,21.938000000000002,-90.05,17.32,-346.74,-59.94,3.14,17.51,82.88,484.81,22.075,28.47,26.38,27.18
10.91,40.33,-0.07200000000000001,-0.03,21.941999999999997,-95.48,12.29,-323.91,-72.57,3.1,7.33,82.58,485.08,22.06,28.5,26.45,27.19
10.92,40.32,-0.066,-0.037000000000000005,21.943,-111.5,6.87,-321.41,-77.27,7.05,-8.6,82.47,485.08,22.055,28.45,26.38,27.16
10.93,40.32,-0.063,-0.03,21.934,-121.15,1.22,-340.64,-73.77,12.74,-24.28,82.27,484.95,22.061,28.61,26.58,27.09
