ET,V,SA,IA,RL,FX,FY,FZ,MX,MY,MZ,P,N,RE,TSTI,TSTC,TSTO
0.38,40.36,-0.064,-0.033,21.515,-35.09,1.18,-1023.11,-52.39,5.53,8.37,82.52,489.87,21.857,25.24,25.02,21.69
0.39,40.36,-0.057,-0.034,21.519000000000002,-38.67,-1.63,-1004.56,-61.32,8.65,-5.0,82.52,489.94,21.854,25.22,24.75,21.87
0.4,40.35,-0.061,-0.021,21.511999999999997,-48.18,-5.82,-1002.45,-60.83,12.98,-20.35,82.47,490.01,21.848000000000003,25.3,25.02,21.56
0.41,40.35,-0.057,-0.04,21.522,-58.15,-8.83,-1012.37,-52.58,20.2,-34.41,82.47,490.01,21.848000000000003,25.29,24.86,21.64
0.42,40.35,-0.063,-0.034,21.511999999999997,-61.23,-8.54,-1037.01,-35.76,23.88,-43.93,82.47,490.01,21.846,25.33,24.97,21.72
0.43,40.33,-0.064,-0.036000000000000004,21.514,-50.66,-3.98,-1059.68,-17.12,23.3,-44.92,82.83,490.01,21.836,25.35,24.88,21.76
0.44,40.33,-0.054000000000000006,-0.027999999999999997,21.509,-34.25,-1.65,-1079.13,-0.34,15.95,-38.18,82.63,489.8,21.846999999999998,25.33,24.95,21.81
0.45,40.33,-0.055999999999999994,-0.037000000000000005,21.513,-20.01,1.37,-1090.87,10.9,6.36,-24.87,82.88,489.73,21.85,25.29,24.83,21.79
0.46,40.33,-0.057999999999999996,-0.04,21.514,-16.13,4.1,-1091.75,11.81,-2.92,-9.1,83.33,489.66,21.853,25.25,24.78,21.84
0.47,40.33,-0.057999999999999996,-0.037000000000000005,21.511,-24.88,3.76,-1084.96,2.42,-7.5,4.5,83.38,489.46,21.86,25.22,24.72,21.76
0.48,40.32,-0.061,-0.039,21.521,-37.04,1.96,-1075.16,-13.03,-8.89,13.96,83.38,489.46,21.855,25.21,24.74,21.9
0.49,40.32,-0.054000000000000006,-0.04,21.516,-51.43,1.55,-1055.75,-32.1,-8.34,15.94,83.28,489.46,21.858,25.21,24.69,21.87
0.5,40.32,-0.057999999999999996,-0.031,21.511999999999997,-70.56,-1.63,-1030.32,-50.09,-5.69,9.69,83.49,489.39,21.858,25.16,24.71,21.84
0.51,40.32,-0.057,-0.036000000000000004,21.524,-94.84,-5.16,-1009.88,-61.1,1.66,-2.79,83.54,489.32,21.864,25.08,24.72,21.87
0.52,40.31,-0.057999999999999996,-0.04,21.522,-120.58,-7.81,-1000.59,-63.19,10.41,-18.52,83.59,489.19,21.865,25.16,24.75,21.9
0.53,40.32,-0.057999999999999996,-0.034,21.515,-137.83,-9.02,-1010.77,-55.16,22.71,-33.53,83.33,489.53,21.855,25.16,24.85,21.85
0.54,40.31,-0.06,-0.039,21.517,-135.55,-8.66,-1027.37,-42.09,31.82,-43.62,83.28,489.53,21.849,25.17,24.63,21.88
0.55,40.31,-0.063,-0.044000000000000004,21.514,-113.18,-8.19,-1053.45,-22.74,34.08,-46.93,83.13,489.66,21.840999999999998,25.24,24.71,21.9
0.56,40.3,-0.057999999999999996,-0.033,21.515,-75.02,-4.5,-1077.1,-4.62,27.58,-40.5,82.98,489.73,21.833000000000002,25.14,24.78,21.91
0.57,40.3,-0.057999999999999996,-0.033,21.515,-43.1,-0.12,-1086.71,7.41,15.56,-29.32,82.83,489.53,21.839000000000002,25.21,24.8,21.75
0.58,40.3,-0.051,-0.037000000000000005,21.511,-20.67,2.01,-1093.87,12.25,3.61,-13.65,83.03,489.53,21.842,25.4,24.88,21.85
0.59,40.29,-0.057999999999999996,-0.039,21.513,-15.54,4.57,-1089.15,6.03,-5.4,1.26,83.49,489.32,21.843000000000004,25.3,24.81,21.91
0.6,40.29,-0.053,-0.04,21.514,-21.33,6.27,-1077.15,-8.35,-9.72,12.06,84.09,489.12,21.855,25.4,24.95,21.99
0.61,40.28,-0.057,-0.03,21.516,-34.36,5.75,-1060.18,-26.35,-7.79,16.36,84.5,488.98,21.855999999999998,25.32,24.74,21.72
0.62,40.28,-0.051,-0.027000000000000003,21.508000000000003,-51.03,1.91,-1035.1,-44.89,-5.08,12.6,84.45,489.12,21.848000000000003,25.44,24.63,21.85
0.63,40.26,-0.061,-0.034,21.513,-70.68,-1.65,-1011.32,-58.21,2.47,1.82,84.35,489.05,21.843000000000004,25.62,24.77,21.82
0.64,40.26,-0.077,-0.031,21.511999999999997,-89.57,-5.12,-1000.99,-62.42,11.92,-13.43,83.94,489.25,21.834,25.54,24.61,21.79
0.65,40.27,-0.07200000000000001,-0.025,21.508000000000003,-98.52,-7.07,-1008.0,-56.96,20.87,-28.46,83.89,489.25,21.836,25.37,24.71,21.76
0.66,40.26,-0.061,-0.034,21.515,-94.98,-8.75,-1026.57,-44.43,25.32,-40.08,84.14,489.19,21.834,25.44,24.51,21.78
0.67,40.26,-0.05,-0.03,21.51,-82.62,-6.35,-1047.18,-27.72,24.15,-45.42,84.7,489.19,21.837,25.37,24.61,21.5
0.68,40.26,-0.066,-0.033,21.513,-65.71,-4.57,-1071.81,-8.76,16.24,-42.64,84.5,489.19,21.834,25.33,24.81,21.97
0.69,40.26,-0.06,-0.039,21.513,-60.21,-0.08,-1083.33,5.3,9.85,-33.99,84.7,489.05,21.840999999999998,25.37,24.66,21.64
0.7,40.26,-0.055999999999999994,-0.046,21.52,-57.88,4.22,-1086.72,12.02,3.07,-19.08,84.4,488.91,21.849,25.33,24.75,21.78
0.71,40.27,-0.055999999999999994,-0.033,21.511,-61.47,5.99,-1085.08,8.29,2.04,-4.16,84.3,488.71,21.861,25.32,24.72,21.78
0.72,40.27,-0.066,-0.039,21.513,-57.57,9.87,-1074.8,-3.67,2.68,8.95,83.74,488.77,21.858,25.3,24.74,21.75
0.73,40.26,-0.057999999999999996,-0.03,21.511999999999997,-47.94,8.64,-1059.6,-21.9,4.93,15.67,83.84,488.77,21.855,25.27,24.8,22.0
0.74,40.27,-0.054000000000000006,-0.034,21.515,-35.38,6.95,-1039.15,-39.61,6.33,14.68,83.28,488.98,21.849,25.37,24.77,21.99
0.75,40.28,-0.064,-0.036000000000000004,21.511999999999997,-28.16,3.99,-1013.74,-55.2,7.91,6.01,83.49,489.05,21.851,25.27,24.78,22.0
0.76,40.29,-0.054000000000000006,-0.037000000000000005,21.523000000000003,-30.67,-2.27,-1001.89,-62.2,10.16,-7.88,83.28,489.32,21.843000000000004,25.25,24.8,22.03
0.77,40.28,-0.057999999999999996,-0.04,21.516,-39.44,-7.66,-1005.15,-59.93,15.06,-23.49,83.18,489.46,21.831999999999997,25.29,24.85,21.93
0.78,40.29,-0.055999999999999994,-0.044000000000000004,21.52,-48.88,-10.82,-1020.88,-49.44,19.61,-36.8,82.98,489.32,21.843000000000004,25.33,24.78,22.06
0.79,40.29,-0.047,-0.034,21.508000000000003,-49.32,-11.95,-1041.54,-33.18,21.63,-43.96,82.88,489.39,21.843000000000004,25.22,24.81,22.08
0.8,40.3,-0.063,-0.031,21.504,-42.06,-8.81,-1066.55,-13.42,18.79,-43.9,82.68,489.39,21.845,25.3,24.85,22.05
0.81,40.31,-0.06,-0.043,21.515,-32.25,-4.23,-1079.5,2.19,10.94,-35.96,82.63,489.46,21.85,25.3,24.85,22.02
0.82,40.31,-0.057999999999999996,-0.037000000000000005,21.517,-26.72,-0.02,-1086.6,10.67,1.83,-21.94,82.63,489.39,21.855999999999998,25.32,24.72,21.88
0.83,40.31,-0.053,-0.036000000000000004,21.51,-32.97,3.32,-1086.32,9.82,-4.91,-6.93,82.47,488.98,21.874000000000002,25.44,24.85,22.06
0.84,40.31,-0.054000000000000006,-0.039,21.509,-44.16,7.18,-1081.73,0.34,-6.59,6.42,82.68,488.84,21.88,25.32,24.83,22.02
0.85,40.31,-0.06,-0.037000000000000005,21.511,-53.88,8.12,-1068.16,-16.43,-3.74,14.81,82.58,488.91,21.877,25.52,24.83,22.03
0.86,40.3,-0.06,-0.036000000000000004,21.508000000000003,-62.2,6.99,-1046.6,-36.12,-1.12,15.27,82.63,489.05,21.866,25.38,24.81,22.03
0.87,40.3,-0.067,-0.034,21.511999999999997,-67.94,1.86,-1023.21,-52.47,5.07,8.04,82.52,489.19,21.86,25.19,24.69,22.22
0.88,40.3,-0.063,-0.031,21.508000000000003,-73.4,-2.4,-1009.95,-60.74,12.11,-4.82,82.58,489.12,21.863000000000003,25.44,24.68,22.1
0.89,40.3,-0.06,-0.04,21.52,-81.98,-9.14,-1005.45,-61.8,16.96,-21.0,82.52,489.32,21.849,25.19,24.78,22.03
0.9,40.29,-0.066,-0.04,21.514,-84.5,-11.67,-1017.52,-53.07,21.81,-34.68,82.52,489.46,21.84,25.29,24.91,22.16
0.91,40.3,-0.06,-0.036000000000000004,21.508000000000003,-80.04,-11.37,-1041.0,-36.89,24.74,-43.54,82.58,489.39,21.848000000000003,25.35,24.61,22.26
0.92,40.3,-0.051,-0.03,21.502,-67.89,-8.26,-1064.28,-18.13,20.46,-44.76,82.58,489.39,21.845,25.35,24.97,22.25
0.93,40.3,-0.07,-0.037000000000000005,21.509,-56.74,-4.39,-1084.19,-0.6,15.99,-39.18,82.63,489.39,21.851,25.17,24.85,22.14
0.94,40.31,-0.054000000000000006,-0.059000000000000004,21.516,-47.52,1.53,-1094.04,10.24,8.66,-26.89,82.47,489.39,21.853,25.19,24.75,22.31
0.95,40.3,-0.064,-0.027999999999999997,21.505,-41.78,3.96,-1096.56,12.1,1.46,-11.2,82.83,489.19,21.86,25.32,24.86,22.19
0.96,40.31,-0.057,-0.033,21.509,-43.14,5.1,-1090.97,3.6,-6.77,3.2,82.32,489.19,21.865,25.32,24.66,22.14
0.97,40.31,-0.057,-0.039,21.509,-50.67,5.42,-1078.3,-12.24,-13.38,12.81,82.47,489.19,21.865,25.22,24.66,22.02
0.98,40.31,-0.054000000000000006,-0.039,21.506999999999998,-72.35,2.22,-1061.37,-30.51,-18.21,14.72,82.78,489.12,21.865,25.33,24.69,22.38
0.99,40.3,-0.066,-0.04,21.508000000000003,-109.55,-2.26,-1031.86,-49.96,-14.54,8.61,83.23,489.05,21.863000000000003,25.27,24.83,22.02
1.0,40.31,-0.053,-0.031,21.514,-153.68,-6.63,-1009.72,-61.16,-3.91,-4.06,83.49,488.98,21.871,25.27,24.83,22.17
1.01,40.31,-0.069,-0.027000000000000003,21.506999999999998,-192.41,-9.39,-1001.41,-63.47,12.49,-19.94,83.49,488.91,21.877,25.3,24.81,22.13
1.02,40.31,-0.054000000000000006,-0.027999999999999997,21.509,-205.79,-9.84,-1011.11,-55.8,28.39,-34.11,83.59,489.12,21.868000000000002,25.27,24.74,22.1
1.03,40.3,-0.06,-0.036000000000000004,21.508000000000003,-188.61,-10.12,-1030.22,-41.63,38.66,-43.45,83.38,489.32,21.854,25.37,24.91,22.06
1.04,40.29,-0.057,-0.027999999999999997,21.503,-149.08,-7.02,-1054.63,-23.17,41.27,-46.5,83.18,489.46,21.84,25.35,24.83,22.1
1.05,40.3,-0.064,-0.034,21.51,-95.14,-4.52,-1073.16,-6.13,34.62,-41.29,83.28,489.87,21.824,25.33,24.86,22.06
1.06,40.3,-0.06,-0.033,21.517,-45.94,-0.12,-1087.55,7.41,21.45,-29.13,83.38,489.8,21.831999999999997,25.33,24.86,22.05
1.07,40.3,-0.057999999999999996,-0.04,21.508000000000003,-14.46,2.75,-1091.6,12.01,7.29,-13.74,83.33,489.73,21.835,25.3,24.88,22.05
1.08,40.3,-0.05,-0.034,21.513,-1.69,5.26,-1087.95,6.58,-1.33,0.98,83.18,489.25,21.851999999999997,25.33,24.91,21.99
1.09,40.3,-0.055999999999999994,-0.039,21.509,-1.13,4.9,-1078.23,-7.69,-4.61,11.99,83.18,489.46,21.845,25.29,24.86,22.1
1.1,40.3,-0.057999999999999996,-0.04,21.506,-7.67,4.49,-1062.11,-25.6,-3.84,16.35,83.33,489.46,21.842,25.27,24.8,22.13
1.11,40.3,-0.057999999999999996,-0.031,21.508000000000003,-16.9,0.58,-1039.54,-44.16,-0.93,12.97,83.59,489.6,21.840999999999998,25.24,24.77,22.1
1.12,40.3,-0.06,-0.034,21.511999999999997,-29.1,-4.41,-1017.2,-57.34,4.02,2.57,83.84,489.6,21.840999999999998,25.19,24.75,22.11
1.13,40.3,-0.057999999999999996,-0.039,21.513,-41.32,-9.22,-1007.51,-62.49,9.52,-11.62,84.04,489.8,21.831999999999997,25.4,24.69,22.29
1.14,40.31,-0.066,-0.031,21.514,-54.33,-13.3,-1012.27,-58.79,15.37,-26.93,83.89,489.8,21.835,25.05,24.71,22.13
6.25,40.33,-0.061,-0.034,22.099,-78.36,-7.43,-137.48,-85.03,6.79,-25.03,83.44,481.94,22.201,25.06,24.49,21.18
6.26,40.32,-0.063,-0.04,22.101,-95.03,-7.05,-153.49,-75.57,9.97,-38.59,83.64,481.87,22.201999999999998,25.1,24.49,21.12
6.27,40.32,-0.055999999999999994,-0.034,22.096999999999998,-110.99,-8.3,-174.35,-61.76,11.88,-47.97,83.64,481.66,22.211,24.98,24.41,21.12
6.28,40.31,-0.063,-0.034,22.095,-121.97,-7.94,-195.87,-44.3,14.53,-50.77,83.44,481.66,22.206,25.06,24.47,21.09
6.29,40.31,-0.057,-0.043,22.094,-123.8,-3.93,-210.77,-27.93,13.05,-45.33,83.38,481.32,22.221999999999998,25.0,24.51,21.14
6.3,40.3,-0.063,-0.04,22.096999999999998,-117.46,-2.43,-221.45,-16.59,11.21,-33.54,83.38,481.12,22.226,24.94,24.46,21.11
6.31,40.29,-0.061,-0.037000000000000005,22.101999999999997,-102.0,0.25,-225.52,-13.2,8.95,-17.54,83.23,480.91,22.228,24.95,24.41,21.09
6.32,40.29,-0.055999999999999994,-0.036000000000000004,22.099,-85.6,2.06,-218.79,-20.17,4.57,-2.57,83.69,480.64,22.238000000000003,24.95,24.58,21.17
6.33,40.28,-0.057,-0.037000000000000005,22.098000000000003,-68.68,1.04,-203.45,-34.91,2.1,8.68,83.99,480.71,22.232,24.75,24.41,21.17
6.34,40.26,-0.057999999999999996,-0.036000000000000004,22.099,-57.92,-1.47,-183.14,-53.14,-0.6,12.47,83.99,480.91,22.213,24.95,24.43,21.17
6.35,40.27,-0.055999999999999994,-0.037000000000000005,22.101999999999997,-53.55,-3.8,-159.58,-70.16,1.2,8.67,83.94,480.91,22.215,24.79,24.47,21.31
6.36,40.24,-0.055999999999999994,-0.03,22.095,-61.87,-6.23,-139.67,-82.88,5.83,-2.89,83.74,480.91,22.2,24.89,24.41,21.29
6.37,40.24,-0.064,-0.036000000000000004,22.095,-68.78,-6.75,-135.45,-85.82,8.01,-16.78,83.59,481.05,22.195999999999998,24.92,24.47,21.22
6.38,40.23,-0.063,-0.04,22.096999999999998,-75.57,-7.88,-142.96,-82.03,15.38,-31.05,83.84,481.32,22.176,25.06,24.46,21.06
6.39,40.22,-0.061,-0.027000000000000003,22.095,-78.02,-9.34,-162.71,-70.06,17.39,-42.0,84.09,481.46,22.164,25.05,24.34,21.44
6.4,40.22,-0.047,-0.034,22.096999999999998,-75.3,-8.09,-184.65,-52.93,15.55,-46.94,84.19,481.66,22.155,25.03,24.46,21.34
6.41,40.22,-0.075,-0.027000000000000003,22.095,-75.03,-6.53,-202.09,-35.74,11.34,-45.68,84.4,481.66,22.151999999999997,25.17,24.52,21.35
6.42,40.2,-0.08800000000000001,-0.036000000000000004,22.099,-71.11,-4.66,-217.65,-20.65,1.14,-36.35,83.94,481.53,22.151,25.06,24.34,21.23
6.43,40.21,-0.05,-0.04,22.099,-69.08,-0.98,-219.15,-13.68,0.96,-22.74,83.89,481.25,22.166,25.03,24.3,21.38
6.44,40.2,-0.06,-0.044000000000000004,22.103,-68.22,1.08,-215.55,-15.83,-0.48,-8.22,83.49,480.71,22.189,24.98,24.24,21.44
6.45,40.2,-0.064,-0.043,22.105999999999998,-62.55,1.43,-207.17,-26.26,-1.27,4.53,83.84,480.3,22.208000000000002,25.03,24.37,21.25
6.46,40.21,-0.067,-0.037000000000000005,22.101999999999997,-57.74,1.57,-188.34,-44.0,-3.21,11.68,83.84,480.23,22.215999999999998,25.02,24.43,21.37
6.47,40.21,-0.064,-0.034,22.099,-55.0,-1.67,-169.08,-62.46,-2.54,11.65,83.94,480.16,22.219,24.95,24.47,21.35
6.48,40.23,-0.057999999999999996,-0.027000000000000003,22.099,-64.03,-4.19,-145.81,-78.68,-0.37,3.04,83.99,480.16,22.229,24.97,24.3,21.32
6.49,40.24,-0.063,-0.033,22.096,-81.01,-4.82,-133.89,-87.12,4.41,-10.92,83.74,480.02,22.243000000000002,25.1,24.29,21.28
6.5,40.25,-0.057999999999999996,-0.04,22.099,-100.94,-6.6,-135.58,-85.75,11.17,-26.75,83.28,480.16,22.241999999999997,25.16,24.24,21.44
6.51,40.27,-0.06,-0.027999999999999997,22.094,-112.73,-8.04,-147.53,-76.76,16.3,-39.58,83.89,480.36,22.241,25.06,24.26,21.31
6.52,40.28,-0.063,-0.036000000000000004,22.101,-119.33,-6.83,-169.2,-61.44,17.74,-47.95,83.99,480.84,22.224,25.32,24.29,21.26
6.53,40.29,-0.064,-0.047,22.101999999999997,-119.53,-3.4,-186.49,-44.74,16.72,-49.85,84.24,481.12,22.219,25.27,24.32,21.23
6.54,40.29,-0.064,-0.034,22.108,-114.44,-0.63,-201.98,-28.26,12.4,-44.32,84.24,481.32,22.209,25.27,24.34,21.18
6.55,40.3,-0.055999999999999994,-0.039,22.101999999999997,-104.75,1.75,-212.41,-16.46,6.91,-31.99,84.19,481.12,22.221,25.24,24.44,21.15
6.56,40.3,-0.057999999999999996,-0.04,22.095,-96.01,3.86,-212.65,-13.65,4.63,-16.63,83.64,481.05,22.224,25.17,24.4,21.23
6.57,40.3,-0.057,-0.034,22.096999999999998,-87.71,4.85,-207.75,-20.89,3.63,-2.63,83.59,480.84,22.239,25.06,24.38,21.25
6.58,40.31,-0.06,-0.033,22.101999999999997,-74.43,2.35,-194.1,-35.82,3.65,8.36,83.54,480.91,22.241,25.08,24.41,21.22
6.59,40.33,-0.064,-0.04,22.103,-62.16,1.44,-174.28,-54.46,0.49,12.33,83.89,481.12,22.241999999999997,25.06,24.41,21.23
6.6,40.35,-0.06,-0.033,22.086,-56.42,-1.84,-152.66,-71.94,-1.42,8.86,84.04,481.39,22.239,24.97,24.47,21.2
6.61,40.37,-0.057,-0.037000000000000005,22.092,-68.16,-6.03,-135.71,-83.19,0.13,-3.51,83.89,481.59,22.238000000000003,25.16,24.41,21.18
6.62,40.38,-0.067,-0.034,22.093000000000004,-88.01,-6.77,-125.78,-87.54,3.7,-19.51,83.79,481.66,22.241999999999997,24.89,24.32,21.17
6.63,40.39,-0.064,-0.036000000000000004,22.099,-108.82,-6.54,-136.35,-80.94,6.16,-34.49,83.59,481.8,22.241,24.98,24.37,21.15
6.64,40.4,-0.057,-0.034,22.095,-132.04,-5.6,-151.52,-69.33,11.68,-46.81,83.38,481.8,22.246,25.11,24.27,21.15
10.75,40.26,-0.053,-0.03,21.941999999999997,-99.61,2.97,-416.96,-18.64,14.95,-46.03,83.38,484.74,22.035,25.16,24.13,21.47
10.76,40.26,-0.067,-0.025,21.936,-89.29,5.89,-428.37,-5.79,7.66,-36.23,83.13,484.88,22.031,25.24,24.06,21.43
10.77,40.28,-0.067,-0.011000000000000001,21.934,-86.6,10.48,-431.22,-0.57,-0.84,-22.47,83.08,484.67,22.048000000000002,25.22,24.21,21.9
10.78,40.28,-0.057,-0.04,21.945999999999998,-90.74,12.99,-427.56,-4.7,-3.98,-7.84,82.98,484.54,22.054000000000002,25.22,24.2,21.47
10.79,40.3,-0.053,-0.034,21.941,-99.15,10.41,-416.95,-18.17,-4.66,3.04,82.78,484.33,22.074,25.17,24.27,21.59
10.8,40.3,-0.055999999999999994,-0.037000000000000005,21.943,-101.12,10.03,-401.52,-35.92,-6.12,9.96,82.83,484.26,22.081999999999997,25.13,24.23,21.72
10.81,40.33,-0.061,-0.037000000000000005,21.943,-107.81,6.89,-379.87,-54.52,-6.45,8.22,82.58,484.4,22.090999999999998,25.17,24.26,21.43
10.82,40.35,-0.063,-0.037000000000000005,21.945,-124.37,3.9,-360.64,-68.29,-6.41,-1.05,82.93,484.47,22.096,25.17,24.24,21.5
10.83,40.37,-0.066,-0.03,21.94,-155.12,0.22,-348.33,-75.53,-1.64,-16.69,82.68,484.26,22.115,25.25,24.23,21.5
10.84,40.37,-0.057999999999999996,-0.04,21.94,-188.83,0.58,-350.96,-72.87,5.65,-33.1,82.68,484.19,22.121,25.29,24.2,21.52
10.85,40.37,-0.057999999999999996,-0.033,21.936999999999998,-217.15,1.38,-367.53,-61.93,14.36,-47.16,82.58,484.06,22.13,25.33,24.32,21.52
10.86,40.37,-0.057,-0.04,21.94,-229.09,4.66,-391.44,-44.84,20.11,-54.28,82.58,484.12,22.125999999999998,25.35,24.17,21.66
10.87,40.37,-0.064,-0.039,21.943,-228.19,9.16,-413.49,-26.55,22.97,-54.43,82.52,484.19,22.123,25.32,24.17,21.52
10.88,40.37,-0.066,-0.034,21.936,-214.23,10.73,-428.38,-11.69,21.63,-47.07,82.52,484.26,22.118000000000002,25.33,24.18,21.5
10.89,40.37,-0.066,-0.036000000000000004,21.94,-191.56,11.57,-436.95,-3.23,20.75,-33.51,82.42,484.06,22.127,25.32,24.23,21.49
10.9,40.36,-0.064,-0.033,21.941,-159.99,12.11,-437.16,-3.91,19.47,-16.74,82.63,484.33,22.109,25.25,24.29,21.53
10.91,40.34,-0.055999999999999994,-0.034,21.947,-124.0,12.54,-427.05,-14.35,21.77,-1.74,82.58,484.47,22.093000000000004,25.27,24.17,21.44
